Date,Time,NOx(GT),PT08.S1(CO)
2004-05-07,20:00:00,89.0,983.5
2004-05-07,21:00:00,130.0,1041.0
2004-05-07,22:00:00,133.0,1027.0
2004-05-07,23:00:00,144.0,1025.25
2004-05-08,00:00:00,99.0,983.75
2004-05-08,01:00:00,102.0,969.25
2004-05-08,02:00:00,27.0,757.75
2004-05-08,03:00:00,-200.0,766.75
2004-05-08,04:00:00,-200.0,771.75
2004-05-08,05:00:00,-200.0,831.25
2004-05-08,06:00:00,-200.0,871.0
2004-05-08,07:00:00,-200.0,994.5
2004-05-08,08:00:00,-200.0,1093.0
2004-05-08,09:00:00,-200.0,1078.75
2004-05-08,10:00:00,-200.0,1083.75
2004-05-08,11:00:00,-200.0,1203.75
2004-05-08,12:00:00,-200.0,1212.75
2004-05-08,13:00:00,-200.0,1123.5
2004-05-08,14:00:00,-200.0,945.0
2004-05-08,15:00:00,-200.0,964.0
2004-05-08,16:00:00,-200.0,903.25
2004-05-08,17:00:00,-200.0,918.25
2004-05-08,18:00:00,-200.0,1027.5
2004-05-08,19:00:00,-200.0,1174.75
2004-05-08,20:00:00,-200.0,1215.25
2004-05-08,21:00:00,-200.0,1072.0
2004-05-08,22:00:00,-200.0,1070.0
2004-05-08,23:00:00,-200.0,1020.75
2004-05-09,00:00:00,-200.0,1063.0
2004-05-09,01:00:00,-200.0,1068.0
2004-05-09,02:00:00,-200.0,992.5
2004-05-09,03:00:00,-200.0,1034.25
2004-05-09,04:00:00,-200.0,1024.75
2004-05-09,05:00:00,-200.0,1036.25
2004-05-09,06:00:00,-200.0,924.25
2004-05-09,07:00:00,-200.0,921.5
2004-05-09,08:00:00,-200.0,830.25
2004-05-09,09:00:00,-200.0,946.75
2004-05-09,10:00:00,-200.0,976.75
2004-05-09,11:00:00,-200.0,1024.5
2004-05-09,12:00:00,-200.0,1039.5
2004-05-09,13:00:00,-200.0,1012.5
2004-05-09,14:00:00,-200.0,1035.0
2004-05-09,15:00:00,-200.0,1086.25
2004-05-09,16:00:00,-200.0,967.0
2004-05-09,17:00:00,-200.0,968.0
2004-05-09,18:00:00,-200.0,1003.5
2004-05-09,19:00:00,-200.0,1131.75
2004-05-09,20:00:00,-200.0,1121.0
2004-05-09,21:00:00,-200.0,1067.5
2004-05-09,22:00:00,-200.0,1123.0
2004-05-09,23:00:00,-200.0,1101.0
2004-05-10,00:00:00,-200.0,996.75
2004-05-10,01:00:00,-200.0,875.0
2004-05-10,02:00:00,-200.0,815.25
2004-05-10,03:00:00,-200.0,802.75
2004-05-10,04:00:00,-200.0,828.5
2004-05-10,05:00:00,-200.0,867.0
2004-05-10,06:00:00,-200.0,1118.0
2004-05-10,07:00:00,-200.0,1631.5
2004-05-10,08:00:00,-200.0,1597.6666666667
2004-05-10,09:00:00,257.0,1377.75
2004-05-10,10:00:00,178.0,1131.5
2004-05-10,11:00:00,145.0,1108.25
2004-05-10,12:00:00,137.0,1131.0
2004-05-10,13:00:00,139.0,1105.0
2004-05-10,14:00:00,130.0,1120.0
2004-05-10,15:00:00,148.0,1100.25
2004-05-10,16:00:00,120.0,1098.0
2004-05-10,17:00:00,132.0,1136.5
2004-05-10,18:00:00,188.0,1266.75
2004-05-10,19:00:00,204.0,1318.75
2004-05-10,20:00:00,167.0,1160.25
2004-05-10,21:00:00,128.0,1083.5
2004-05-10,22:00:00,106.0,1024.5
2004-05-10,23:00:00,88.0,953.25
2004-05-11,00:00:00,77.0,959.25
2004-05-11,01:00:00,36.0,833.5
2004-05-11,02:00:00,28.0,786.75
2004-05-11,03:00:00,-200.0,799.0
2004-05-11,04:00:00,46.0,807.25
2004-05-11,05:00:00,55.0,866.25
2004-05-11,06:00:00,135.0,1034.5
2004-05-11,07:00:00,327.0,1469.25
2004-05-11,08:00:00,383.0,1553.25
2004-05-11,09:00:00,366.0,1513.0
2004-05-11,10:00:00,322.0,1395.25
2004-05-11,11:00:00,188.0,1208.75
2004-05-11,12:00:00,144.0,1141.5
2004-05-11,13:00:00,132.0,1139.75
2004-05-11,14:00:00,117.0,1105.25
2004-05-11,15:00:00,121.0,1131.0
2004-05-11,16:00:00,124.0,1161.5
2004-05-11,17:00:00,188.0,1335.75
2004-05-11,18:00:00,226.0,1532.75
2004-05-11,19:00:00,266.0,1650.0
2004-05-11,20:00:00,269.0,1535.0
2004-05-11,21:00:00,183.0,1381.75
2004-05-11,22:00:00,167.0,1334.75
2004-05-11,23:00:00,138.0,1267.0
2004-05-12,00:00:00,105.0,1121.5
2004-05-12,01:00:00,54.0,986.25
2004-05-12,02:00:00,58.0,966.0
2004-05-12,03:00:00,-200.0,918.5
2004-05-12,04:00:00,37.0,872.0
2004-05-12,05:00:00,84.0,967.0
2004-05-12,06:00:00,134.0,1151.75
2004-05-12,07:00:00,279.0,1500.25
2004-05-12,08:00:00,333.0,1754.0
2004-05-12,09:00:00,336.0,1558.0
2004-05-12,10:00:00,280.0,1446.0
2004-05-12,11:00:00,275.0,1349.0
2004-05-12,12:00:00,207.0,1452.0
2004-05-12,13:00:00,305.0,1675.5
2004-05-12,14:00:00,236.0,1327.25
2004-05-12,15:00:00,183.0,1247.75
2004-05-12,16:00:00,162.0,1249.5
2004-05-12,17:00:00,157.0,1221.75
2004-05-12,18:00:00,136.0,1159.0
2004-05-12,19:00:00,166.0,1191.5
2004-05-12,20:00:00,136.0,1074.25
2004-05-12,21:00:00,112.0,984.0
2004-05-12,22:00:00,87.0,970.25
2004-05-12,23:00:00,86.0,987.33333333333
2004-05-13,00:00:00,98.0,1003.0
2004-05-13,01:00:00,62.0,933.0
2004-05-13,02:00:00,32.0,859.0
2004-05-13,03:00:00,-200.0,814.5
2004-05-13,04:00:00,21.0,792.0
2004-05-13,05:00:00,41.0,835.0
2004-05-13,06:00:00,86.0,974.5
2004-05-13,07:00:00,174.0,1132.5
2004-05-13,08:00:00,264.0,1347.25
2004-05-13,09:00:00,211.0,1121.75
2004-05-13,10:00:00,208.0,1151.75
2004-05-13,11:00:00,139.0,1020.25
2004-05-13,12:00:00,138.0,1065.5
2004-05-13,13:00:00,142.0,1105.0
2004-05-13,14:00:00,131.0,1056.0
2004-05-13,15:00:00,132.0,1083.75
2004-05-13,16:00:00,178.0,1287.75
2004-05-13,17:00:00,228.0,1389.75
2004-05-13,18:00:00,232.0,1374.0
2004-05-13,19:00:00,204.0,1377.75
2004-05-13,20:00:00,250.0,1428.25
2004-05-13,21:00:00,208.0,1335.5
2004-05-13,22:00:00,158.0,1233.5
2004-05-13,23:00:00,197.0,1300.0
2004-05-14,00:00:00,152.0,1246.25
2004-05-14,01:00:00,112.0,1140.5
2004-05-14,02:00:00,75.0,1014.25
2004-05-14,03:00:00,-200.0,938.25
2004-05-14,04:00:00,74.0,988.25
2004-05-14,05:00:00,116.0,983.25
2004-05-14,06:00:00,118.0,1033.0
2004-05-14,07:00:00,272.0,1387.5
2004-05-14,08:00:00,-200.0,1512.25
2004-05-14,09:00:00,258.0,1147.75
2004-05-14,10:00:00,186.0,1095.25
2004-05-14,11:00:00,130.0,986.5
2004-05-14,12:00:00,134.0,984.0
2004-05-14,13:00:00,148.0,1072.0
2004-05-14,14:00:00,147.0,1047.5
2004-05-14,15:00:00,123.0,1041.5
2004-05-14,16:00:00,138.0,1113.0
2004-05-14,17:00:00,162.0,1145.5
2004-05-14,18:00:00,214.0,1238.75
2004-05-14,19:00:00,230.0,1302.0
2004-05-14,20:00:00,191.0,1181.25
2004-05-14,21:00:00,128.0,1067.5
2004-05-14,22:00:00,138.0,1135.0
2004-05-14,23:00:00,126.0,1121.25
2004-05-15,00:00:00,107.0,1131.0
2004-05-15,01:00:00,67.0,947.0
2004-05-15,02:00:00,55.0,935.0
2004-05-15,03:00:00,-200.0,941.0
2004-05-15,04:00:00,48.0,867.25
2004-05-15,05:00:00,33.0,838.5
2004-05-15,06:00:00,41.0,872.5
2004-05-15,07:00:00,106.0,1064.75
2004-05-15,08:00:00,208.0,1186.5
2004-05-15,09:00:00,193.0,1249.25
2004-05-15,10:00:00,191.0,1156.5
2004-05-15,11:00:00,113.0,988.25
2004-05-15,12:00:00,111.0,1024.75
2004-05-15,13:00:00,106.0,996.75
2004-05-15,14:00:00,82.0,916.25
2004-05-15,15:00:00,79.0,965.0
2004-05-15,16:00:00,90.0,984.5
2004-05-15,17:00:00,104.0,1026.0
2004-05-15,18:00:00,148.0,1125.25
2004-05-15,19:00:00,158.0,1159.0
2004-05-15,20:00:00,234.0,1283.5
2004-05-15,21:00:00,163.0,1101.0
2004-05-15,22:00:00,95.0,1101.0
2004-05-15,23:00:00,146.0,1182.5
2004-05-16,00:00:00,102.0,1132.25
2004-05-16,01:00:00,90.0,998.25
2004-05-16,02:00:00,41.0,910.5
2004-05-16,03:00:00,-200.0,874.5
2004-05-16,04:00:00,30.0,807.75
2004-05-16,05:00:00,32.0,792.0
2004-05-16,06:00:00,34.0,821.5
2004-05-16,07:00:00,57.0,918.25
2004-05-16,08:00:00,73.0,975.25
2004-05-16,09:00:00,119.0,1046.75
2004-05-16,10:00:00,138.0,1052.5
2004-05-16,11:00:00,96.0,1017.25
2004-05-16,12:00:00,80.0,1020.75
2004-05-16,13:00:00,45.0,940.75
2004-05-16,14:00:00,45.0,991.25
2004-05-16,15:00:00,54.0,1117.0
2004-05-16,16:00:00,66.0,1217.0
2004-05-16,17:00:00,95.0,1248.25
2004-05-16,18:00:00,99.0,1241.5
2004-05-16,19:00:00,147.0,1403.25
2004-05-16,20:00:00,129.0,1238.0
2004-05-16,21:00:00,96.0,1092.75
2004-05-16,22:00:00,92.0,1033.75
2004-05-16,23:00:00,88.0,934.0
2004-05-17,00:00:00,89.0,912.5
2004-05-17,01:00:00,52.0,835.25
2004-05-17,02:00:00,25.0,773.25
2004-05-17,03:00:00,-200.0,771.25
2004-05-17,04:00:00,28.0,804.75
2004-05-17,05:00:00,65.0,929.75
2004-05-17,06:00:00,132.0,1008.5
2004-05-17,07:00:00,216.0,1196.0
2004-05-17,08:00:00,180.0,1009.5
2004-05-17,09:00:00,140.0,989.75
2004-05-17,10:00:00,141.0,987.75
2004-05-17,11:00:00,123.0,979.25
2004-05-17,12:00:00,129.0,1028.5
2004-05-17,13:00:00,115.0,984.0
2004-05-17,14:00:00,104.0,984.75
2004-05-17,15:00:00,129.0,980.75
2004-05-17,16:00:00,138.0,1020.0
2004-05-17,17:00:00,135.0,1106.25
2004-05-17,18:00:00,163.0,1153.25
2004-05-17,19:00:00,180.0,1214.75
2004-05-17,20:00:00,170.0,1093.75
2004-05-17,21:00:00,72.0,943.5
2004-05-17,22:00:00,69.0,963.75
2004-05-17,23:00:00,79.0,1003.25
2004-05-18,00:00:00,53.0,913.75
2004-05-18,01:00:00,36.0,839.0
2004-05-18,02:00:00,30.0,829.75
2004-05-18,03:00:00,-200.0,812.25
2004-05-18,04:00:00,15.0,831.5
2004-05-18,05:00:00,38.0,903.25
2004-05-18,06:00:00,68.0,1021.6666666667
2004-05-18,07:00:00,192.0,1378.0
2004-05-18,08:00:00,346.0,1745.0
2004-05-18,09:00:00,225.0,1326.0
2004-05-18,10:00:00,199.0,1215.25
2004-05-18,11:00:00,140.0,1138.25
2004-05-18,12:00:00,162.0,1243.75
2004-05-18,13:00:00,173.0,1261.0
2004-05-18,14:00:00,121.0,1181.5
2004-05-18,15:00:00,133.0,1207.5
2004-05-18,16:00:00,96.0,1158.25
2004-05-18,17:00:00,141.0,1345.5
2004-05-18,18:00:00,221.0,1442.75
2004-05-18,19:00:00,232.0,1440.25
2004-05-18,20:00:00,174.0,1231.75
2004-05-18,21:00:00,138.0,1159.25
2004-05-18,22:00:00,65.0,1081.25
2004-05-18,23:00:00,107.0,1082.5
2004-05-19,00:00:00,70.0,1069.25
2004-05-19,01:00:00,44.0,939.75
2004-05-19,02:00:00,41.0,900.5
2004-05-19,03:00:00,-200.0,847.75
2004-05-19,04:00:00,33.0,845.5
2004-05-19,05:00:00,32.0,848.0
2004-05-19,06:00:00,46.0,980.25
2004-05-19,07:00:00,173.0,1408.25
2004-05-19,08:00:00,320.0,1716.0
2004-05-19,09:00:00,294.0,1475.0
2004-05-19,10:00:00,182.0,1262.25
2004-05-19,11:00:00,154.0,1155.75
2004-05-19,12:00:00,118.0,1191.5
2004-05-19,13:00:00,116.0,1232.75
2004-05-19,14:00:00,121.0,1208.0
2004-05-19,15:00:00,116.0,1214.5
2004-05-19,16:00:00,144.0,1251.0
2004-05-19,17:00:00,176.0,1357.75
2004-05-19,18:00:00,214.0,1378.75
2004-05-19,19:00:00,191.0,1379.0
2004-05-19,20:00:00,205.0,1372.75
2004-05-19,21:00:00,110.0,1197.0
2004-05-19,22:00:00,95.0,1238.25
2004-05-19,23:00:00,126.0,1254.75
2004-05-20,00:00:00,90.0,1164.25
2004-05-20,01:00:00,48.0,1046.0
2004-05-20,02:00:00,38.0,956.0
2004-05-20,03:00:00,-200.0,885.25
2004-05-20,04:00:00,14.0,876.5
2004-05-20,05:00:00,26.0,924.75
2004-05-20,06:00:00,83.0,1086.0
2004-05-20,07:00:00,188.0,1489.5
2004-05-20,08:00:00,253.0,1762.75
2004-05-20,09:00:00,149.0,1461.5
2004-05-20,10:00:00,155.0,1232.0
2004-05-20,11:00:00,146.0,1238.5
2004-05-20,12:00:00,121.0,1218.0
2004-05-20,13:00:00,111.0,1235.25
2004-05-20,14:00:00,116.0,1195.5
2004-05-20,15:00:00,167.0,1287.5
2004-05-20,16:00:00,145.0,1247.5
2004-05-20,17:00:00,192.0,1401.25
2004-05-20,18:00:00,231.0,1401.25
2004-05-20,19:00:00,248.0,1444.0
2004-05-20,20:00:00,267.0,1379.25
2004-05-20,21:00:00,181.0,1251.0
2004-05-20,22:00:00,163.0,1268.75
2004-05-20,23:00:00,141.0,1242.25
2004-05-21,00:00:00,78.0,1044.5
2004-05-21,01:00:00,42.0,936.5
2004-05-21,02:00:00,35.0,874.75
2004-05-21,03:00:00,-200.0,889.25
2004-05-21,04:00:00,33.0,888.0
2004-05-21,05:00:00,38.0,880.5
2004-05-21,06:00:00,65.0,997.5
2004-05-21,07:00:00,296.0,1517.0
2004-05-21,08:00:00,303.0,1521.75
2004-05-21,09:00:00,244.0,1416.75
2004-05-21,10:00:00,216.0,1329.0
2004-05-21,11:00:00,137.0,1203.0
2004-05-21,12:00:00,120.0,1233.5
2004-05-21,13:00:00,100.0,1285.75
2004-05-21,14:00:00,103.0,1298.0
2004-05-21,15:00:00,123.0,1308.0
2004-05-21,16:00:00,136.0,1276.0
2004-05-21,17:00:00,158.0,1233.5
2004-05-21,18:00:00,216.0,1419.0
2004-05-21,19:00:00,211.0,1324.75
2004-05-21,20:00:00,202.0,1345.5
2004-05-21,21:00:00,147.0,1241.0
2004-05-21,22:00:00,160.0,1274.25
2004-05-21,23:00:00,162.0,1321.25
2004-05-22,00:00:00,194.0,1423.5
2004-05-22,01:00:00,167.0,1357.25
2004-05-22,02:00:00,91.0,1123.25
2004-05-22,03:00:00,-200.0,1003.25
2004-05-22,04:00:00,42.0,950.5
2004-05-22,05:00:00,50.0,941.25
2004-05-22,06:00:00,61.0,986.0
2004-05-22,07:00:00,107.0,1153.25
2004-05-22,08:00:00,139.0,1322.5
2004-05-22,09:00:00,165.0,1315.25
2004-05-22,10:00:00,139.0,1302.5
2004-05-22,11:00:00,113.0,1238.25
2004-05-22,12:00:00,138.0,1258.5
2004-05-22,13:00:00,104.0,1246.0
2004-05-22,14:00:00,78.0,1154.0
2004-05-22,15:00:00,97.0,1237.0
2004-05-22,16:00:00,115.0,1315.0
2004-05-22,17:00:00,152.0,1466.25
2004-05-22,18:00:00,157.0,1409.0
2004-05-22,19:00:00,132.0,1366.25
2004-05-22,20:00:00,98.0,1240.5
2004-05-22,21:00:00,65.0,1122.5
2004-05-22,22:00:00,101.0,1320.75
2004-05-22,23:00:00,134.0,1397.0
2004-05-23,00:00:00,177.0,1507.25
2004-05-23,01:00:00,179.0,1405.25
2004-05-23,02:00:00,105.0,1192.0
2004-05-23,03:00:00,-200.0,1199.25
2004-05-23,04:00:00,49.0,972.5
2004-05-23,05:00:00,27.0,864.0
2004-05-23,06:00:00,41.0,886.0
2004-05-23,07:00:00,78.0,988.25
2004-05-23,08:00:00,68.0,1008.25
2004-05-23,09:00:00,64.0,975.5
2004-05-23,10:00:00,67.0,978.25
2004-05-23,11:00:00,54.0,987.25
2004-05-23,12:00:00,67.0,1030.0
2004-05-23,13:00:00,51.0,954.66666666667
2004-05-23,14:00:00,28.0,924.25
2004-05-23,15:00:00,51.0,1004.75
2004-05-23,16:00:00,77.0,1059.0
2004-05-23,17:00:00,93.0,1079.25
2004-05-23,18:00:00,94.0,1070.0
2004-05-23,19:00:00,69.0,1085.25
2004-05-23,20:00:00,57.0,1066.0
2004-05-23,21:00:00,74.0,1093.5
2004-05-23,22:00:00,75.0,1110.0
2004-05-23,23:00:00,73.0,967.75
2004-05-24,00:00:00,56.0,906.0
2004-05-24,01:00:00,31.0,849.25
2004-05-24,02:00:00,13.0,774.25
2004-05-24,03:00:00,-200.0,746.25
2004-05-24,04:00:00,14.0,753.25
2004-05-24,05:00:00,23.0,749.0
2004-05-24,06:00:00,72.0,863.5
2004-05-24,07:00:00,165.0,1001.5
2004-05-24,08:00:00,118.0,970.0
2004-05-24,09:00:00,85.0,897.5
2004-05-24,10:00:00,116.0,846.5
2004-05-24,11:00:00,112.0,847.25
2004-05-24,12:00:00,100.0,871.25
2004-05-24,13:00:00,109.0,869.25
2004-05-24,14:00:00,111.0,875.25
2004-05-24,15:00:00,109.0,895.0
2004-05-24,16:00:00,114.0,925.75
2004-05-24,17:00:00,139.0,996.0
2004-05-24,18:00:00,157.0,996.75
2004-05-24,19:00:00,147.0,1005.75
2004-05-24,20:00:00,102.0,894.5
2004-05-24,21:00:00,73.0,861.5
2004-05-24,22:00:00,65.0,858.25
2004-05-24,23:00:00,76.0,853.0
2004-05-25,00:00:00,65.0,858.75
2004-05-25,01:00:00,41.0,836.5
2004-05-25,02:00:00,17.0,745.5
2004-05-25,03:00:00,-200.0,752.25
2004-05-25,04:00:00,19.0,742.0
2004-05-25,05:00:00,45.0,773.5
2004-05-25,06:00:00,40.0,797.5
2004-05-25,07:00:00,101.0,1002.25
2004-05-25,08:00:00,183.0,1210.0
2004-05-25,09:00:00,149.0,1058.0
2004-05-25,10:00:00,207.0,1105.5
2004-05-25,11:00:00,289.0,1153.0
2004-05-25,12:00:00,159.0,1047.25
2004-05-25,13:00:00,162.0,1090.75
2004-05-25,14:00:00,173.0,1162.25
2004-05-25,15:00:00,-200.0,1058.75
2004-05-25,16:00:00,-200.0,1082.5
2004-05-25,17:00:00,-200.0,1149.5
2004-05-25,18:00:00,-200.0,1321.0
2004-05-25,19:00:00,-200.0,-200.0
2004-05-25,20:00:00,-200.0,-200.0
2004-05-25,21:00:00,-200.0,-200.0
2004-05-25,22:00:00,-200.0,-200.0
2004-05-25,23:00:00,-200.0,-200.0
2004-05-26,00:00:00,-200.0,-200.0
2004-05-26,01:00:00,-200.0,-200.0
2004-05-26,02:00:00,-200.0,-200.0
2004-05-26,03:00:00,-200.0,-200.0
2004-05-26,04:00:00,-200.0,-200.0
2004-05-26,05:00:00,-200.0,-200.0
2004-05-26,06:00:00,-200.0,-200.0
2004-05-26,07:00:00,-200.0,-200.0
2004-05-26,08:00:00,-200.0,-200.0
2004-05-26,09:00:00,-200.0,1302.75
2004-05-26,10:00:00,188.0,1137.25
2004-05-26,11:00:00,159.0,1139.25
2004-05-26,12:00:00,146.0,1099.25
2004-05-26,13:00:00,127.0,1087.5
2004-05-26,14:00:00,128.0,1026.75
2004-05-26,15:00:00,120.0,1014.0
2004-05-26,16:00:00,115.0,969.0
2004-05-26,17:00:00,-200.0,1120.25
2004-05-26,18:00:00,-200.0,1130.5
2004-05-26,19:00:00,-200.0,1130.3333333333
2004-05-26,20:00:00,-200.0,1123.25
2004-05-26,21:00:00,-200.0,1068.75
2004-05-26,22:00:00,-200.0,1020.75
2004-05-26,23:00:00,-200.0,1101.25
2004-05-27,00:00:00,-200.0,1026.0
2004-05-27,01:00:00,-200.0,949.25
2004-05-27,02:00:00,-200.0,845.75
2004-05-27,03:00:00,-200.0,810.75
2004-05-27,04:00:00,-200.0,803.0
2004-05-27,05:00:00,-200.0,882.0
2004-05-27,06:00:00,-200.0,962.5
2004-05-27,07:00:00,-200.0,1412.5
2004-05-27,08:00:00,-200.0,1485.25
2004-05-27,09:00:00,-200.0,1354.25
2004-05-27,10:00:00,-200.0,1073.75
2004-05-27,11:00:00,-200.0,1022.25
2004-05-27,12:00:00,-200.0,1100.25
2004-05-27,13:00:00,-200.0,1072.5
2004-05-27,14:00:00,-200.0,1049.25
2004-05-27,15:00:00,-200.0,1086.0
2004-05-27,16:00:00,-200.0,1059.25
2004-05-27,17:00:00,-200.0,1243.75
2004-05-27,18:00:00,-200.0,1319.5
2004-05-27,19:00:00,-200.0,1235.5
2004-05-27,20:00:00,-200.0,1135.75
2004-05-27,21:00:00,-200.0,1109.75
2004-05-27,22:00:00,-200.0,1025.75
2004-05-27,23:00:00,-200.0,1038.0
2004-05-28,00:00:00,-200.0,975.25
2004-05-28,01:00:00,-200.0,907.75
2004-05-28,02:00:00,-200.0,895.75
2004-05-28,03:00:00,-200.0,810.0
2004-05-28,04:00:00,-200.0,789.25
2004-05-28,05:00:00,-200.0,814.0
2004-05-28,06:00:00,-200.0,957.5
2004-05-28,07:00:00,-200.0,1213.0
2004-05-28,08:00:00,-200.0,1220.75
2004-05-28,09:00:00,-200.0,1245.0
2004-05-28,10:00:00,-200.0,1049.5
2004-05-28,11:00:00,-200.0,1047.5
2004-05-28,12:00:00,-200.0,1141.25
2004-05-28,13:00:00,-200.0,1052.25
2004-05-28,14:00:00,-200.0,1151.75
2004-05-28,15:00:00,133.0,1026.25
2004-05-28,16:00:00,131.0,1039.25
2004-05-28,17:00:00,133.0,1147.75
2004-05-28,18:00:00,141.0,1176.25
2004-05-28,19:00:00,112.0,1099.75
2004-05-28,20:00:00,147.0,1081.25
2004-05-28,21:00:00,104.0,976.0
2004-05-28,22:00:00,97.0,978.75
2004-05-28,23:00:00,128.0,1092.25
2004-05-29,00:00:00,138.0,1043.5
2004-05-29,01:00:00,93.0,940.25
2004-05-29,02:00:00,71.0,892.0
2004-05-29,03:00:00,-200.0,838.25
2004-05-29,04:00:00,44.0,853.25
2004-05-29,05:00:00,18.0,737.75
2004-05-29,06:00:00,41.0,762.0
2004-05-29,07:00:00,84.0,840.75
2004-05-29,08:00:00,77.0,842.5
2004-05-29,09:00:00,73.0,841.0
2004-05-29,10:00:00,72.0,862.33333333333
2004-05-29,11:00:00,77.0,868.75
2004-05-29,12:00:00,82.0,894.0
2004-05-29,13:00:00,67.0,844.25
2004-05-29,14:00:00,59.0,822.75
2004-05-29,15:00:00,61.0,842.75
2004-05-29,16:00:00,76.0,865.25
2004-05-29,17:00:00,73.0,872.75
2004-05-29,18:00:00,87.0,899.25
2004-05-29,19:00:00,98.0,921.0
2004-05-29,20:00:00,123.0,937.25
2004-05-29,21:00:00,102.0,900.5
2004-05-29,22:00:00,102.0,954.5
2004-05-29,23:00:00,142.0,1064.5
2004-05-30,00:00:00,148.0,1035.25
2004-05-30,01:00:00,107.0,956.0
2004-05-30,02:00:00,61.0,868.75
2004-05-30,03:00:00,-200.0,830.75
2004-05-30,04:00:00,43.0,815.25
2004-05-30,05:00:00,25.0,780.5
2004-05-30,06:00:00,32.0,780.75
2004-05-30,07:00:00,48.0,827.5
2004-05-30,08:00:00,60.0,802.75
2004-05-30,09:00:00,52.0,810.75
2004-05-30,10:00:00,58.0,844.0
2004-05-30,11:00:00,54.0,833.25
2004-05-30,12:00:00,52.0,831.5
2004-05-30,13:00:00,34.0,771.25
2004-05-30,14:00:00,41.0,783.0
2004-05-30,15:00:00,41.0,814.5
2004-05-30,16:00:00,65.0,911.75
2004-05-30,17:00:00,65.0,894.25
2004-05-30,18:00:00,84.0,962.75
2004-05-30,19:00:00,89.0,990.25
2004-05-30,20:00:00,114.0,1024.75
2004-05-30,21:00:00,127.0,996.5
2004-05-30,22:00:00,117.0,975.5
2004-05-30,23:00:00,46.0,877.75
2004-05-31,00:00:00,16.0,835.5
2004-05-31,01:00:00,27.0,854.75
2004-05-31,02:00:00,4.0,759.25
2004-05-31,03:00:00,-200.0,738.25
2004-05-31,04:00:00,19.0,735.75
2004-05-31,05:00:00,48.0,764.5
2004-05-31,06:00:00,82.0,909.25
2004-05-31,07:00:00,167.0,1107.5
2004-05-31,08:00:00,248.0,1251.5
2004-05-31,09:00:00,213.0,1174.75
2004-05-31,10:00:00,161.0,1111.25
2004-05-31,11:00:00,144.0,1044.0
2004-05-31,12:00:00,127.0,1017.75
2004-05-31,13:00:00,116.0,1060.25
2004-05-31,14:00:00,124.0,1071.0
2004-05-31,15:00:00,115.0,1006.0
2004-05-31,16:00:00,150.0,1104.25
2004-05-31,17:00:00,221.0,1196.25
2004-05-31,18:00:00,227.0,1243.0
2004-05-31,19:00:00,156.0,1123.75
2004-05-31,20:00:00,97.0,1020.25
2004-05-31,21:00:00,78.0,1034.75
2004-05-31,22:00:00,60.0,986.25
2004-05-31,23:00:00,61.0,1017.25
2004-06-01,00:00:00,46.0,922.25
2004-06-01,01:00:00,17.0,830.0
2004-06-01,02:00:00,18.0,804.5
2004-06-01,03:00:00,-200.0,760.25
2004-06-01,04:00:00,16.0,782.75
2004-06-01,05:00:00,39.0,854.0
2004-06-01,06:00:00,107.0,984.75
2004-06-01,07:00:00,190.0,1225.0
2004-06-01,08:00:00,236.0,1313.0
2004-06-01,09:00:00,227.0,1199.0
2004-06-01,10:00:00,211.0,1182.0
2004-06-01,11:00:00,201.0,1173.0
2004-06-01,12:00:00,191.0,1258.75
2004-06-01,13:00:00,192.0,1263.0
2004-06-01,14:00:00,143.0,1155.75
2004-06-01,15:00:00,148.0,1166.75
2004-06-01,16:00:00,183.0,1277.5
2004-06-01,17:00:00,216.0,1341.75
2004-06-01,18:00:00,184.0,1352.75
2004-06-01,19:00:00,248.0,1501.0
2004-06-01,20:00:00,221.0,1355.25
2004-06-01,21:00:00,159.0,1230.25
2004-06-01,22:00:00,136.0,1147.75
2004-06-01,23:00:00,168.0,1170.75
2004-06-02,00:00:00,95.0,1021.0
2004-06-02,01:00:00,70.0,964.0
2004-06-02,02:00:00,43.0,886.5
2004-06-02,03:00:00,-200.0,884.75
2004-06-02,04:00:00,30.0,830.0
2004-06-02,05:00:00,22.0,792.25
2004-06-02,06:00:00,25.0,812.75
2004-06-02,07:00:00,48.0,889.5
2004-06-02,08:00:00,73.0,983.75
2004-06-02,09:00:00,95.0,1042.75
2004-06-02,10:00:00,86.0,1054.0
2004-06-02,11:00:00,102.0,1063.0
2004-06-02,12:00:00,80.0,978.25
2004-06-02,13:00:00,36.0,887.0
2004-06-02,14:00:00,32.0,886.75
2004-06-02,15:00:00,46.0,976.5
2004-06-02,16:00:00,61.0,1042.5
2004-06-02,17:00:00,59.0,1010.25
2004-06-02,18:00:00,76.0,1093.5
2004-06-02,19:00:00,145.0,1223.25
2004-06-02,20:00:00,140.0,1109.25
2004-06-02,21:00:00,102.0,1025.5
2004-06-02,22:00:00,89.0,1036.25
2004-06-02,23:00:00,62.0,962.75
2004-06-03,00:00:00,69.0,995.5
2004-06-03,01:00:00,63.0,998.75
2004-06-03,02:00:00,31.0,892.5
2004-06-03,03:00:00,-200.0,730.0
2004-06-03,04:00:00,17.0,753.25
2004-06-03,05:00:00,61.0,825.25
2004-06-03,06:00:00,184.0,1011.75
2004-06-03,07:00:00,248.0,1220.5
2004-06-03,08:00:00,220.0,1215.25
2004-06-03,09:00:00,243.0,1234.25
2004-06-03,10:00:00,164.0,1137.5
